"resolved_name;gametophytic;sporophytic;parsed n"
"Carex nigra;43;; "
"Carex nigra;43;; "
"Carex nigra;;74; "
"Carex nigra;;76; "
"Carex nigra;;92; "
"Carex nigra;;84; "
"Carex nigra;;84; "
"Carex nigra;;ca. 50; "
"Carex nigra;;80; "
"Carex nigra;37ñ40;78 + 1B, 79; "
"Carex nigra;35ñ38;73; "
"Carex nigra;;80; "
"Carex nigra;39ñ43;81, 83, 84; "
"Carex nigricans;;ca. 72; "
"Carex nigromarginata;;34; "
"Carex nikoensis;;; "
"Carex nipposinica;;; "
"Carex nodaeana;;70; "
"Carex normalis;;68; "
"Carex normalis;;68; "
"Carex norvegica;;56; "
"Carex norvegica;;56; "
"Carex norvegica;;56; "
"Carex norvegica;;66; "
"Carex norvegica;;54; "
"Carex norvegica;;66; "
"Carex norvegica;;56; "
"Carex norvegica;;56; "
"Carex norvegica;;56; "
"Carex norvegica;;56; "
"Carex norvegica;;56; "
"Carex norvegica;;54; "
"Carex norvegica;;56; "
"Carex norvegica;;56; "
"Carex norvegica;;; "
"Carex norvegica;;; "
"Carex novae-angliae;;30; "
"Carex novograblenovii;;; "
"Carex nubigena;52;; "
"Carex nubigena;;104; "
"Carex nubigena;56;; "
"Carex nudata;35, 36;; "
"Carex obnupta;37, ca. 38;; "
"Carex obnupta;33, 35, 36;; "
"Carex obtusata;;52; "
"Carex obtusata;;52; "
"Carex obtusata;;52; "
"Carex oederi;;; "
"Carex oederi;;; "
"Carex x;;±84; "
"Carex olbiensis;23;; "
"Carex oligantha;;82; "
"Carex oligosperma;;76; "
"Carex oligosperma;;76; "
"Carex olivacea;;84; "
"Carex olivacea;;92; "
"Carex opaca;33;; "
"Carex ornithopoda;;52; "
"Carex ornithopoda;27;; "
"Carex ornithopoda;;54; "
"Carex ornithopoda;;; "
"Carex ornithopoda;;54; "
"Carex ornithopoda;27;; "
"Carex ornithopoda;;56; "
"Carex ornithopoda;;56; "
"Carex ornithopoda;;; "
"Carex ornithopodioides;;; "
"Carex oronensis;37;; "
"Carex otrubae;;; "
"Carex ovalis;;66; "
"Carex ovalis;;68; "
"Carex ovalis;;64, 66, 68; "
"Carex ovalis;;64, 66, 68; "
"Carex ovalis;32;; "
"Carex ovalis;32;; "
"Carex ovalis;;64; "
"Carex ovalis;;68; "
"Carex ovalis;;62; "
"Carex ovalis;33;; "
"Carex ovalis;;64; "
"Carex ovalis;;64; "
"Carex ovalis;;64; "
"Carex ovalis;;ca. 66; "
"Carex ovalis;;ca. 60; "
"Carex ovalis;;64, 66; "
"Carex ovalis;37, 33II + 1II + 1IV;; "
"Carex ovalis;;66; "
"Carex oxyandra;9ñ10, 12ñ13,;18, 20, 24, 26; "
"Carex oxyandra;9ñ10, 12ñ13;18, 20, 24, 26; "
"Carex oxyandra;9, 10, 12, 13;18, 20, 24, 26; "
"Carex ozarkana;26 + IV, 28 + 1III, 31;; "
"Carex pachygyna;;12; "
"Carex pachygyna;;12; "
"Carex pachygyna;6;12; "
"Carex pachystachya;;; "
"Carex pairae;;56; "
"Carex pairae;29;; "
"Carex pairae;26;52; "
"Carex pairae;;58; "
"Carex pairae;23ñ28II + 0ñ2I + 0ñ1III + 0ñ2IV;50, 52, 53, 54, 55, 56; "
"Carex pairae;;58; "
"Carex paleacea;;72, 73; "
"Carex paleacea;;72; "
"Carex paleacea;;72, 73; "
"Carex paleacea;35, 36, 37;71, 72, 73, ca. 73; "
"Carex paleacea;;80; "
"Carex pallescens;32;; "
"Carex pallescens;32;; "
"Carex pallescens;31;; "
"Carex pallescens;;58; "
"Carex pallescens;;64; "
"Carex pallescens;;64ñ66; "
"Carex panicea;16;; "
"Carex panicea;16;; "
"Carex panicea;;32; "
"Carex panicea;;32; "
"Carex panicea;16;; "
"Carex panicea;;32; "
"Carex panicea;;32; "
"Carex panicea;;32; "
"Carex panicea;;32; "
"Carex panicea;;32; "
"Carex paniculata;;60; "
"Carex paniculata;31;; "
"Carex paniculata;;60; "
"Carex paniculata;;60; "
"Carex paniculata;;60; "
"Carex paniculata;;64; "
"Carex paniculata;;ca. 68; "
"Carex paniculata;;64; "
"Carex parallela;21, 22;; "
"Carex parallela;;ca. 50; "
"Carex parallela;;34, 44; "
"Carex parallela;;26; "
"Carex parallela;;44; "
"Carex parciflora;;; "
"Carex parryana;;54; "
"Carex parviflora;;54; "
"Carex parviflora;27;; "
"Carex parviflora;;54; "
"Carex parviflora;;54; "
"Carex parviflora;;54; "
"Carex pauciflora;;76; "
"Carex pauciflora;;ca. 74; "
"Carex pauciflora;ca. 37;; "
"Carex pauciflora;;76; "
"Carex pauciflora;;46, 76; "
"Carex pauciflora;;76; "
"Carex pauciflora;;76; "
"Carex paupercula;;; "
"Carex paxii;38;76; "
"Carex paxii;38;; "
"Carex peckii;;36; "
"Carex pediformis;35;; "
"Carex pediformis;35;; "
"Carex pediformis;;70; "
"Carex pediformis;;ca. 50; "
"Carex pediformis;;70; "
"Carex pedunculata;;26; "
"Carex pellita;38II + 0ñ1I;; "
"Carex pendula;;58; "
"Carex pendula;;58; "
"Carex pendula;;58; "
"Carex pendula;;58; "
"Carex pendula;;62; "
"Carex pendula;;60; "
"Carex pendula;;60; "
"Carex pensylvanica;;36; "
"Carex pensylvanica;18;; "
"Carex pensylvanica;18;; "
"Carex pensylvanica;;; "
"Carex peregrina;31;; "
"Carex peregrina;31;; "
"Carex perfusca;;; "
"Carex perraudieriana;37;74; "
"Carex petitiana;;70; "
"Carex petitiana;;70; "
"Carex petricosa;;ca. 32; "
"Carex petricosa;;48; "
"Carex petricosa;;40; "
"Carex peucophila;37;; "
"Carex phaeocephala;;84, ca. 84; "
"Carex phyllomanica;;; "
"Carex physocarpa;;; "
"Carex pichinchensis;;82ñ84; "
"Carex pilosa;;44; "
"Carex pilosa;;44; "
"Carex pilosa;;44; "
"Carex pilosa;;42; "
"Carex pilosa;;44; "
"Carex pilosa;;42; "
"Carex pilulifera;;16; "
"Carex pilulifera;;18; "
"Carex pilulifera;;18; "
"Carex pilulifera;;18; "
"Carex pilulifera;;18; "
"Carex pilulifera;;18; "
"Carex pilulifera;9;; "
"Carex pilulifera;9;; "
"Carex pilulifera;;18; "
"Carex pilulifera;;18; "
"Carex pilulifera;;18; "
"Carex pilulifera;;18; "
"Carex pilulifera;9;; "
"Carex pilulifera;;35; "
"Carex pilulifera;;18; "
"Carex pirinensis;;; "
"Carex piroshkana;27;; "
"Carex pisiformis;;68; "
"Carex plantaginea;;; "
"Carex pluriflora;;ca. 50; "
"Carex pluriflora;;ca. 50; "
"Carex pluriflora;26;; "
"Carex pocilliformis;;; "
"Carex podocarpa;;ca. 32; "
"Carex podocarpa;;60; "
"Carex podocarpa;;ca. 64; "
"Carex podocarpa;;64; "
"Carex podocarpa;;66; "
"Carex podocarpa;;62; "
"Carex podocarpa;;62; "
"Carex podocarpa;;64; "
"Carex podocarpa;;60; "
"Carex polyphylla;;; "
"Carex praecox;;58; "
"Carex praecox;29;; "
"Carex praecox;;58; "
"Carex praecox;;58; "
"Carex praegracilis;;60; "
"Carex prairea;;66; "
"Carex praticola;;ca. 70; "
"Carex praticola;;64; "
"Carex praticola;38, 39;; "
"Carex praticola;38, 39;; "
"Carex praticola;39;; "
"Carex preslii;;ca. 78; "
"Carex preslii;40 + 1B;; "
"Carex preslii;40;; "
"Carex preslii;40 + 0ñ1B;; "
"Carex preussii;;; "
"Carex projecta;;64; "
"Carex pruinosa;;74; "
"Carex pruinosa;;68, 74; "
"Carex pseudobrizoides;29;; "
"Carex pseudocyperus;;66; "
"Carex pseudocyperus;;66; "
"Carex pseudocyperus;;66; "
"Carex pseudocyperus;;66; "
"Carex pseudocyperus;;66; "
"Carex pseudocyperus;;66; "
"Carex pseudolongerostrata;;; "
"Carex pudica;;56; "
"Carex pulicaris;;58; "
"Carex pulicaris;30;; "
"Carex pulicaris;;60; "
"Carex pumila;;ca. 80; "
"Carex punctata;;68; "
"Carex punctata;34;; "
"Carex punctata;34;; "
"Carex punctata;34;; "
"Carex punctata;;68; "
"Carex punctata;34;; "
"Carex punctata;34;68; "
"Carex punctata;34;; "
"Carex punctata;;68; "
"Carex purpurifera;17, 18, 19;; "
"Carex pyrenaica;;68; "
"Carex quasivaginata;;32; "
"Carex quasivaginata;;32; "
"Carex radfordii;23;; "
"Carex radiata;29;; "
"Carex ramenskii;;80; "
"Carex rariflora;;54; "
"Carex rariflora;26;52; "
"Carex rariflora;;ca. 52; "
"Carex rariflora;;52; "
"Carex rariflora;;52; "
"Carex raynoldsii;;58; "
"Carex recta;;84; "
"Carex recta;;ca. 70; "
"Carex recta;;74, ca. 80; "
"Carex recta;;ca. 78; "
"Carex recta;73;; "
"Carex recta;35, 37, irr.;73, 75, 76, ca. 73; "
"Carex redowskiana;;; "
"Carex reinii;12ñ13;25ñ26; "
"Carex remota;;62; "
"Carex remota;;62; "
"Carex remota;31;; "
"Carex remota;31;; "
"Carex remota;31;; "
"Carex remota;;62; "
"Carex remota;;62; "
"Carex remota;;62; "
"Carex remota;;62; "
"Carex remota;;62; "
"Carex remota;;62; "
"Carex remota;30;; "
"Carex remota;;62; "
"Carex remota;;64; "
"Carex remota;;64; "
"Carex remota;;64; "
"Carex reniformis;40;; "
"Carex repens;35;; "
"Carex retrorsa;;70; "
"Carex reuteriana;37;73ñ77; "
"Carex reuteriana;37, 38;74ñ76; "
"Carex richardsonii;;52; "
"Carex rigida;;; "
"Carex rigidioides;;62; "
"Carex riloensis;;26; "
"Carex riparia;;72; "
"Carex riparia;;72; "
"Carex riparia;;76; "
"Carex riparia;;72; "
"Carex rochebrunii;;; "
"Carex rorulenta;;48ñ50; "
"Carex rosea;;52; "
"Carex rosea;;ca. 56; "
"Carex rosea;;56; "
"Carex rosea;;52; "
"Carex rosea;26;; "
"Carex rossii;;36; "
"Carex rostrata;;76; "
"Carex rostrata;;76; "
"Carex rostrata;;76; "
"Carex rostrata;;82; "
"Carex rostrata;;76; "
"Carex rostrata;;ca. 60; "
"Carex rostrata;;72ñ74; "
"Carex rostrata;;76; "
"Carex rostrata;;76; "
"Carex rostrata;;76; "
"Carex rostrata;;72; "
"Carex rostrata;;ca. 70; "
"Carex rostrata;;60; "
"Carex rostrata;;60; "
"Carex rostrata;;60; "
"Carex rostrata;;42; "
"Carex rotundata;;ca. 60; "
"Carex rotundata;;80; "
"Carex rotundata;;80; "
"Carex rotundata;40;; "
"Carex rotundata;;ca. 50, 56ñ58; "
"Carex rufina;;60; "
"Carex rufina;;86; "
"Carex rufina;;86; "
"Carex rufina;;86; "
"Carex runssoroensis;;ca. 50; "
"Carex runssoroensis;;; "
"Carex rupestris;;50; "
"Carex rupestris;26;50, 51, 52; "
"Carex rupestris;25;; "
"Carex rupestris;;52; "
"Carex rupestris;;ca. 52; "
"Carex rupestris;;50; "
"Carex rupestris;;ca. 50; "
"Carex rupestris;;52; "
"Carex rupestris;;50; "
"Carex rupestris;;48; "
"Carex rupestris;;52; "
"Carex rupestris;;ca. 50ñ52; "
"Carex sabynensis;;; "
"Carex sachalinensis;;60, 68, 76, 78, 84; "
"Carex sachalinensis;;60, 68, 76, 78, 84; "
"Carex sachalinensis;;60, 68, 76, 78, 84; "
"Carex sachalinensis;;60, 68, 76, 78, 84; "
"Carex sachalinensis;;70; "
"Carex sachalinensis;;66, 67, 68, 72; "
"Carex sachalinensis;;68ñ71; "
"Carex salina;;84; "
"Carex salina;;77, 79; "
"Carex salina;38, irr.;77, 78, 79, ca. 77ñ79; "
"Carex sartwellii;;62; "
"Carex satsumensis;;38; "
"Carex satsumensis;;38; "
"Carex saxatilis;;40; "
"Carex saxatilis;;80; "
"Carex saxatilis;40;; "
"Carex saxatilis;;60; "
"Carex saxatilis;;60; "
"Carex saxatilis;;80; "
"Carex saxatilis;;ca. 80; "
"Carex saxatilis;;ca. 78; "
"Carex saxatilis;;ca. 60; "
"Carex saxatilis;;80; "
"Carex saxatilis;;52; "
"Carex saxatilis;;80; "
"Carex saxatilis;;80; "
"Carex saxatilis;;80; "
"Carex saxatilis;;80; "
"Carex saxatilis;;80; "
"Carex saxatilis;;80; "
"Carex saxatilis;;40; "
"Carex saxatilis;40;; "
"Carex saxatilis;;; "
"Carex saximontana;;64; "
"Carex scandinavica;;; "
"Carex scirpoidea;31;62; "
"Carex scirpoidea;;64; "
"Carex scirpoidea;;62; "
"Carex scirpoidea;;62; "
"Carex scirpoidea;;62; "
"Carex scirpoidea;;ca. 62; "
"Carex scirpoidea;;62; "
"Carex scirpoidea;;62; "
"Carex scirpoidea;;62; "
"Carex scirpoidea;;62; "
"Carex scirpoidea;;62; "
"Carex scirpoidea;;62; "
"Carex scirpoidea;;62; "
"Carex scirpoidea;;62; "
"Carex scirpoidea;;62; "
"Carex scirpoidea;31;; "
"Carex scirpoidea;;62; "
"Carex scirpoidea;;; "
"Carex scirpoidea;;62; "
"Carex scoparia;;60, 68; "
"Carex scoparia;;60; "
"Carex scoparia;34;; "
"Carex scopulorum;36-40;; "
"Carex scopulorum;36-40;; "
"Carex sedakowii;;56; "
"Carex sempervirens;;34; "
"Carex sempervirens;;30, 31, 32; "
"Carex sempervirens;;30; "
"Carex sempervirens;17, 34;; "
"Carex sempervirens;17;; "
"Carex sempervirens;;ca. 30; "
"Carex sempervirens;;33-34; "
"Carex sempervirens;17;; "
"Carex sempervirens;;30; "
"Carex sempervirens;17;; "
"Carex sempervirens;;34; "
"Carex sempervirens;;34; "
"Carex sempervirens;;32; "
"Carex sempervirens;;32; "
"Carex sempervirens;17;; "
"Carex sempervirens;;; "
"Carex sempervirens;;; "
"Carex sempervirens;;; "
"Carex sempervirens;;; "
"Carex seorsa;24;; "
"Carex serotina;;; "
"Carex serotina;;; "
"Carex shimidzensis;;70; "
"Carex siccata;;70; "
"Carex siderosticta;;12, 24; "
"Carex siderosticta;6;; "
"Carex siderosticta;;12, 24; "
"Carex siderosticta;;24; "
"Carex siderosticta;;24; "
"Carex siderosticta;;24; "
"Carex siderosticta;;12; "
"Carex siderosticta;6;12; "
"Carex siderosticta;6;; "
"Carex sikokiana;;; "
"Carex silicea;;76; "
"Carex silicea;37;; "
"Carex simensis;;ca. 70; "
"Carex sociata;;40, 42, 44; "
"Carex sociata;;54; "
"Carex soczavaeana;;ca. 80; "
"Carex sordida;;72; "
"Carex spaniocarpa;;; "
"Carex sparganioides;;48; "
"Carex sparsiflora;;; "
"Carex spectabilis;;64; "
"Carex spectabilis;ca. 42;; "
"Carex spicata;;ca. 58; "
"Carex spicata;;ca. 58; "
"Carex spicata;;58; "
"Carex spicata;;52; "
"Carex spicata;29;; "
"Carex spicata;;60; "
"Carex spicata;;58; "
"Carex spicata;;58; "
"Carex spicata;29;58; "
"Carex spicata;;58; "
"Carex spicata;;60; "
"Carex spicata;;58; "
"Carex sprengelii;;42; "
"Carex sprengelii;;42; "
"Carex squarrosa;;56; "
"Carex stans;;; "
"Carex stellulata;;; "
"Carex stenolepis;;ca. 80; "
"Carex aff.;;ca. 86; "
"Carex stenophylla;;62; "
"Carex stenophylla;30;; "
"Carex stenophylla;30;; "
"Carex stenophylla;30;; "
"Carex stenophylla;;60; "
"Carex stenostachys;29;58; "
"Carex stenostachys;;58ñ60; "
"Carex stenostachys;;58ñ61; "
"Carex stenostachys;29;58; "
"Carex stipata;;52; "
"Carex stipata;26;; "
"Carex straminea;37;; "
"Carex stricta;;; "
"Carex strigosa;33;; "
"Carex strigosa;33;; "
"Carex styloflexa;24;; "
"Carex stylosa;;52; "
"Carex suberecta;36;; "
"Carex subfusca;;; "
"Carex subspathacea;;42; "
"Carex subspathacea;39;; "
"Carex subspathacea;;ca. 78; "
"Carex subspathacea;;80; "
"Carex subspathacea;;ca. 78; "
"Carex subspathacea;;78; "
"Carex subspathacea;;80; "
"Carex subspathacea;;78; "
"Carex subspathacea;;80, 83; "
"Carex subspathacea;40, 41, irr.;78, 80, 81, 82, 83, ca. 78; "
"Carex supina;;38; "
"Carex supina;18;; "
"Carex supina;;44; "
"Carex supina;;38; "
"Carex supina;;50; "
"Carex supina;;36; "
"Carex supina;;58; "
"Carex supina;;; "
"Carex sychnocephala;;64; "
"Carex sylvatica;29;; "
"Carex sylvatica;29;; "
"Carex sylvatica;;58; "
"Carex sylvatica;;58; "
"Carex sylvatica;;58; "
"Carex sylvatica;;46; "
"Carex sylvatica;;58; "
"Carex sylvatica;;58; "
"Carex sylvatica;29;; "
"Carex sylvatica;;58; "
"Carex sylvatica;;62; "
"Carex temnolepis;;; "
"Carex tenera;;56; "
"Carex tenuiculmis;;70; "
"Carex tenuiflora;;58; "
"Carex tenuiflora;;62; "
"Carex tenuiflora;;58; "
"Carex tenuiflora;;62, 64; "
"Carex tenuiflora;;62; "
"Carex tenuiflora;;58; "
"Carex tenuiflora;;58ñ60; "
"Carex tenuiformis;;40; "
"Carex teretiuscula;;; "
"Carex tetanica;;56; "
"Carex tetrastachya;30II + 1III, 32, 33;; "
"Carex tincta;36II + 1IV;; "
"Carex tolmiei;;; "
"Carex tomentosa;;; "
"Carex tonsa;;32; "
"Carex torreyi;;58; "
"Carex torreyi;35;; "
"Carex torta;33;; "
"Carex tracyi;;; "
"Carex transsilvanica;;; "
"Carex trautvetteriana;54, 56, 58;80; "
"Carex trautvetteriana;;58; "
"Carex tribuloides;;70; "
"Carex tribuloides;35;; "
"Carex tricolor;;61; "
"Carex tricolor;;62; "
"Carex trifida;;60; "
"Carex trinervis;42;84, 85; "
"Carex tripartita;;; "
"Carex trisperma;;60; "
"Carex trisperma;;60; "
"Carex trisperma;;60; "
"Carex trisperma;;60; "
"Carex tristachya;;38, 40; "
"Carex tumidicarpa;;; "
"Carex tumidicarpa;;; "
"Carex typhina;;54; "
"Carex uber;;; "
"Carex umbellata;;30; "
"Carex umbrosa;;62; "
"Carex umbrosa;33;; "
"Carex umbrosa;;62; "
"Carex umbrosa;;62; "
"Carex umbrosa;;62; "
"Carex umbrosa;33;66; "
"Carex umbrosa;33;66, 67; "
"Carex umbrosa;;40; "
"Carex umbrosa;;60; "
"Carex ursina;;64; "
"Carex ursina;;64; "
"Carex ursina;;64; "
"Carex ursina;;64; "
"Carex ursina;;64; "
"Carex ursina;;64; "
"Carex utriculata;;82; "
"Carex utriculata;;74; "
"Carex utriculata;;80; "
"Carex utriculata;;82; "
"Carex vaginata;;32; "
"Carex vaginata;;32; "
"Carex vaginata;;32; "
"Carex vaginata;;32; "
"Carex vaginata;;32; "
"Carex vaginata;;32; "
"Carex vaginata;;32; "
"Carex vaginata;;32; "
"Carex vaginata;;32; "
"Carex vaginata;;26ñ32; "
"Carex vaginata;;48; "
"Carex vesicaria;;82; "
"Carex vesicaria;;82; "
"Carex vesicaria;;82; "
"Carex vesicaria;;82; "
"Carex vesicaria;;74; "
"Carex vesicaria;;74; "
"Carex vesicaria;;74; "
"Carex vesicaria;;74; "
"Carex vesicaria;43;; "
"Carex vesicaria;;82; "
"Carex vesicaria;;70, 88; "
"Carex vesicaria;41;82; "
"Carex vesicaria;;74; "
"Carex vesicaria;;82; "
"Carex vexans;33II + 1III, 34, 35;; "
"Carex 1viridula;;72; "
"Carex 1viridula;;72; "
"Carex 1viridula;;72; "
"Carex 1viridula;;72; "
"Carex 1viridula;;70; "
"Carex 1viridula;35;; "
"Carex 1viridula;35;; "
"Carex 1viridula;35;; "
"Carex 1viridula;35;; "
"Carex 1viridula;35;; "
"Carex 1viridula;35;; "
"Carex 1viridula;35;; "
"Carex 1viridula;;ca. 70; "
"Carex 1viridula;;ca. 72; "
"Carex 1viridula;;70, 70ñ72; "
"Carex 1viridula;34;; "
"Carex 1viridula;;70; "
"Carex 1viridula;;70; "
"Carex 1viridula;;68, 70; "
"Carex 1viridula;;34; "
"Carex 1viridula;;68, 70; "
"Carex viridula;;35; "
"Carex viridula;;35; "
"Carex viridula;;68; "
"Carex viridula;;58; "
"Carex viridula;34;; "
"Carex viridula;34;; "
"Carex viridula;34;; "
"Carex viridula;;ca. 68; "
"Carex viridula;;58; "
"Carex viridula;31, 34;; "
"Carex viridula;;69; "
"Carex viridula;;68, 69; "
"Carex viridula;;72; "
"Carex viridula;;34; "
"Carex viridula;35;; "
"Carex viridula;35;; "
"Carex viridula;35;; "
"Carex viridula;35;; "
"Carex viridula;35;; "
"Carex viridula;;70; "
"Carex viridula;;70; "
"Carex viridula;;; "
"Carex viridula;;68, 69; "
"Carex viridula;;68; "
"Carex vulgaris;;; "
"Carex vulpina;;60; "
"Carex vulpina;;60; "
"Carex vulpina;34;; "
"Carex vulpina;;68; "
"Carex vulpina;;65; "
"Carex vulpina;;65; "
"Carex vulpina;;60; "
"Carex vulpina;;66, 68; "
"Carex vulpinoidea;;52; "
"Carex vulpinoidea;;52; "
"Carex wahuensis;;48; "
"Carex wahuensis;;ca. 48; "
"Carex wahuensis;;; "
"Carex wahuensis;;; "
"Carex williamsii;;18; "
"Carex williamsii;;18; "
"Carex williamsii;;46; "
"Carex williamsii;;46; "
"Carex williamsii;;46; "
"Carex williamsii;;18; "
"Carex williamsii;;46; "
"C. wiluica;;; "
"Carex woodii;;44; "
"Carex xerantica;;68; "
"Carex xerantica;34;; "
"Cladium angustifolius;;; "
"Cladium mariscoides;;; "
"Cladium mariscus;;39; "
"Cladium mariscus;;39; "
"Cladium mariscus;;ca. 60; "
"Cladium mariscus;;ca. 60; "
"Cladium mariscus;;36; "
"Courtoisia cyperoides;;; "
"Courtoisina cyperoides;;40; "
"Courtoisina cyperoides;5;; "
"Courtoisina cyperoides;5;; "
"Courtoisina cyperoides;;40; "
"Cyperus alopecuroides;54;; "
"Cyperus alopecuroides;23, 49;; "
"Cyperus alopecuroides;56-57;; "
"Cyperus alopecuroides;23, 49;; "
"Cyperus alopecuroides;44, 48, 50, 52;; "
"Cyperus alternifolius;;32; "
"Cyperus alternifolius;;32; "
"Cyperus alternifolius;;32; "
"Cyperus alternifolius;;32; "
"Cyperus alternifolius;16;; "
"Cyperus alternifolius;;32; "
"Cyperus alternifolius;;30; "
"Cyperus alternifolius;16;; "
"Cyperus alternifolius;16;; "
"Cyperus alternifolius;;30; "
"Cyperus alternifolius;16;; "
"Cyperus alulatus;40;; "
"Cyperus alulatus;57;; "
"Cyperus alulatus;40;; "
"Cyperus amabilis;19;; "
"Cyperus amabilis;16;; "
"Cyperus amabilis;19;; "
"Cyperus arenarius;ca. 24;; "
"Cyperus arenarius;ca. 24;; "
"Cyperus aristatus;;; "
"Cyperus articulatus;64;; "
"Cyperus articulatus;56;; "
"Cyperus articulatus;64;; "
"Cyperus articulatus;54;; "
"Cyperus articulatus;56;; "
"Cyperus articulatus;64;; "
"Cyperus articulatus;54;; "
"Cyperus articulatus;;56; "
"Cyperus articulatus;;108; "
"Cyperus articulatus;56-57;; "
"Cyperus articulatus;ca. 53;; "
"Cyperus articulatus;;108; "
"Cyperus atropurpuroides;54;; "
"Cyperus babakan;36;; "
"Cyperus babakensis;;; "
"Cyperus brevifolius;;; "
"Cyperus bulbosus;40;; "
"Cyperus bulbosus;50;; "
"Cyperus bulbosus;42;; "
"Cyperus bulbosus;59;; "
"Cyperus bulbosus;50;; "
"Cyperus capitatus;41;; "
"Cyperus capitatus;41;; "
"Cyperus castaneus;ca. 49;; "
"Cyperus castaneus;ca. 49;; "
"Cyperus castaneus;;40; "
"Cyperus cephalotes;21;; "
"Cyperus cephalotes;21;; "
"Cyperus cephalotes;;24; "
"Cyperus chalaranthus;;24; "
"Cyperus compactus;;86; "
"Cyperus compactus;43;; "
"Cyperus compressus;64;; "
"Cyperus compressus;64;; "
"Cyperus compressus;48;; "
"Cyperus compressus;64;; "
"Cyperus compressus;48;; "
"Cyperus compressus;ca. 49;; "
"Cyperus compressus;ca. 49;; "
"Cyperus compressus;57;; "
"Cyperus compressus;56;; "
"Cyperus compressus;57, 64;; "
"Cyperus compressus;56, 64;; "
"Cyperus compressus;56;; "
"Cyperus conglomeratus;30II + 1III;; "
"Cyperus conglomeratus;;ca. 72; "
"Cyperus conglomeratus;37;; "
"Cyperus corymbosus;;; "
"Cyperus cuspidatus;56;; "
"Cyperus cuspidatus;56;; "
"Cyperus cyperinus;;152; "
"Cyperus cyperinus;;136; "
"Cyperus cyperinus;;152; "
"Cyperus cyperinus;;136; "
"Cyperus cyperinus;;; "
"Cyperus cyperinus;;; "
"Cyperus cyperoides;;82, 88, 134, 220, 224; "
"Cyperus decumbens;;; "
"Cyperus diaphanus;;; "
"Cyperus difformis;;34; "
"Cyperus difformis;18;; "
"Cyperus difformis;;34; "
"Cyperus difformis;13;; "
"Cyperus difformis;18;; "
"Cyperus difformis;;34; "
"Cyperus difformis;;36; "
"Cyperus difformis;18;; "
"Cyperus difformis;16;; "
"Cyperus difformis;18;; "
"Cyperus difformis;9, 17;; "
"Cyperus difformis;18;; "
"Cyperus difformis;;36; "
"Cyperus difformis;16;; "
"Cyperus diffusus;19;; "
"Cyperus diffusus;ca. 19;; "
"Cyperus diffusus;;38; "
"Cyperus diffusus;;38; "
"Cyperus digitatus;;108; "
"Cyperus digitatus;;108, 109; "
"Cyperus digitatus;;108; "
"Cyperus digitatus;42, 52, 54;; "
"Cyperus dilatatus;;38; "
"Cyperus distachyos;;; "
"Cyperus distans;;48; "
"Cyperus distans;;48; "
"Cyperus distans;29;; "
"Cyperus distans;;48; "
"Cyperus distans;27;; "
"Cyperus distans;29;; "
"Cyperus distans;;58; "
"Cyperus dubius;;112; "
"Cyperus dubius;;112; "
"Cyperus dubius;;112; "
"Cyperus elegans;;50; "
"Cyperus elegans;;50; "
"Cyperus eleusinoides;;; "
"Cyperus eragrostis;;42; "
"Cyperus eragrostis;;42; "
"Cyperus eragrostis;;43; "
"Cyperus esculentus;;108; "
"Cyperus esculentus;;108; "
"Cyperus esculentus;;18; "
"Cyperus esculentus;104;; "
"Cyperus esculentus;104;208; "
"Cyperus esculentus;54;; "
"Cyperus esculentus;ca. 48;; "
"Cyperus esculentus;54;; "
"Cyperus exaltatus;45;; "
"Cyperus exaltatus;48;; "
"Cyperus exaltatus;48;; "
"Cyperus exaltatus;;96; "
"Cyperus flabelliformis;;; "
"Cyperus flavescens;;; "
"Cyperus flavidus;;; "
"Cyperus fuscus;;72; "
"Cyperus fuscus;24;; "
"Cyperus fuscus;;72; "
"Cyperus fuscus;18;; "
"Cyperus fuscus;36;; "
"Cyperus fuscus;;36; "
"Cyperus glaber;;186; "
"Cyperus globosus;;; "
"Cyperus haspan;;16; "
"Cyperus haspan;;16; "
"Cyperus haspan;18;; "
"Cyperus haspan;;16; "
"Cyperus haspan;18;; "
"Cyperus haspan;;30; "
"Cyperus haspan;;26; "
"Cyperus haspan;13;; "
"Cyperus haspan;13;; "
"Cyperus haspan;8;; "
"Cyperus haspan;13;; "
"Cyperus haspan;;26; "
"Cyperus houghtonii;;78; "
"Cyperus imbricatus;55;; "
"Cyperus imbricatus;;96; "
"Cyperus imbricatus;55;; "
"Cyperus inundatus;;; "
"Cyperus iria;36;; "
"Cyperus iria;;16; "
"Cyperus iria;64;; "
"Cyperus iria;36;; "
"Cyperus iria;64;; "
"Cyperus iria;ca. 36;; "
"Cyperus iria;56, 64;; "
"Cyperus iria;54, 58;; "
"Cyperus iria;56, 64;; "
"Cyperus iria;;; "
"Cyperus kalli;;; "
"Cyperus kyllingia;;; "
"Cyperus latovaginata;;; "
"Cyperus laevigatus;;86; "
"Cyperus laevigatus;43;; "
"Cyperus laevigatus;;88; "
"Cyperus laevigatus;43;; "
"Cyperus laevigatus;42;; "
"Cyperus laevigatus;;88; "
"Cyperus laevigatus;;72; "
"Cyperus laevigatus;43;; "
"Cyperus laevigatus;;80ñ84; "
"Cyperus laevigatus;43;; "
"Cyperus laevigatus;42;; "
"Cyperus longus;ca. 60;; "
"Cyperus marginatus;;32; "
