"resolved_name;gametophytic;sporophytic;parsed n"
"Carex bigelowii;;70;35"
"Carex bigelowii;;70;35"
"Carex bigelowii;;70;35"
"Carex bigelowii;;70;35"
"Carex bigelowii;;70;35"
"Carex bigelowii;;71;"
"Carex bigelowii;34;;34"
"Carex bigelowii;35;;35"
"Carex binervis;;72, 74;36, 37"
"Carex binervis;;74;"
"Carex binervis;;74;37"
"Carex binervis;;74;37"
"Carex binervis;;74;37"
"Carex binervis;;74;37"
"Carex binervis;;74;37"
"Carex binervis;;74;37"
"Carex binervis;;74;37"
"Carex binervis;;74;37"
"Carex binervis;36, 37;;"
"Carex binervis;36, 37;;36, 37"
"Carex binervis;36, 37;;36, 37"
"Carex binervis;36, 37;72, 74;"
"Carex binervis;36, 37;72, 74;36, 37"
"Carex binervis;36, 37;72, 74;36, 37"
"Carex binervis;37;;37"
"Carex binervis;37;;37"
"Carex binervis;37;;37"
"Carex binervis;37;;37"
"Carex binervis;37;;37"
"Carex bitchuensis;;36;"
"Carex bitchuensis;;36;18"
"Carex blanda;;;"
"Carex blanda;;30,32,34,36;15, 16, 17, 18"
"Carex blanda;15II, 16II;;"
"Carex blanda;15II, 16II;;15,16"
"Carex blanda;18;38;"
"Carex blanda;18;38;18"
"Carex blepharicarpa;;26-33, 41;"
"Carex blepharicarpa;;26-33, 41;13"
"Carex blepharicarpa;;30,32;"
"Carex blepharicarpa;;30,32;15, 16"
"Carex blepharicarpa;;30;15"
"Carex boecheriana;;56;"
"Carex boecheriana;;56;28"
"Carex boecheriana;;56;28"
"Carex boecheriana;;56;28"
"Carex boecheriana;;56;28"
"Carex bohemica;;60;30"
"Carex bohemica;;6264;"
"Carex bohemica;;62-64;"
"Carex bohemica;;62-64;31, 32"
"Carex bohemica;;78;39"
"Carex bohemica;;80;"
"Carex bohemica;;80;40"
"Carex bohemica;;80;40"
"Carex bohemica;;80;40"
"Carex bohemica;;c. 60;30"
"Carex bohemica;;c.60;"
"Carex bohemica;;c.60;30"
"Carex bohemica;40;;40"
"Carex bonanzensis;;60;30"
"Carex bonanzensis;;60;30"
"Carex boottiana;;62;"
"Carex boottiana;;62;31"
"Carex boottiana;;62;31"
"Carex bostrichostigma;;46;"
"Carex bostrychostigma;;46;23"
"Carex bostrychostigma;;46;23"
"Carex bostrychostigma;;46;23"
"Carex brachyanthera;;58;29"
"Carex brachyantherum;;58;"
"Carex brachyantherum;;58;29"
"Carex brachystachys;;40;"
"Carex brachystachys;;40;"
"Carex brachystachys;;40;20"
"Carex brachystachys;;40;20"
"Carex brachystachys;;40;20"
"Carex brachystachys;;40;20"
"Carex brachystachys;;40;20"
"Carex brachystachys;;40;20"
"Carex brachystachys;;40;20"
"Carex brachystachys;;40;20"
"Carex brachystachys;;40;20"
"Carex brevicaulis;;28;14"
"Carex brevicaulis;;28;14"
"Carex brevicaulis;;28;14"
"Carex brevicollis;;56;28"
"Carex brevicollis;;56;28"
"Carex breviculmis;;64, 68;32, 34"
"Carex breviculmis;;64, 68;32, 34"
"Carex breviculmis;;64;32"
"Carex breviculmis;;68;34"
"Carex breviculmis;;68;34"
"Carex breviculmis;;68;34"
"Carex breviculmis;;72;36"
"Carex breviculmis;;72;36"
"Carex breviculmis;;c.64;"
"Carex breviculmis;;c.64;32"
"Carex breviculmis;34;68;34"
"Carex breviculmis;34;68;34"
"Carex brevior;;48,52,56,60,64,68;24, 26, 28, 30, 32, 34"
"Carex brevior;;48;24"
"Carex brevior;;52;26"
"Carex brevior;;56;28"
"Carex brevior;;60;30"
"Carex brevior;;64;32"
"Carex brevior;;68;"
"Carex brevior;;68;34"
"Carex brevior;;68;34"
"Carex brevior;;68;34"
"Carex brevior;24, 24+IV, 26, 28, 30, 30+IV, 32;;"
"Carex brevior;24, 24+IV, 26, 28, 30, 30+IV, 32;;24, 24"
"Carex brevior;24, 24II + 1IV, 26, 28, 30, 30II + 1IV, 32;;24,24"
"Carex breviscapa;26;52;"
"Carex breviscapa;26;52;26"
"Carex brizoides;;58;"
"Carex brizoides;;58;"
"Carex brizoides;;58;29"
"Carex brizoides;;58;29"
"Carex brizoides;;58;29"
"Carex brizoides;;58;29"
"Carex brizoides;;58;29"
"Carex brizoides;;58;29"
"Carex brizoides;;58;29"
"Carex brizoides;;58;29"
"Carex brizoides;;58;29"
"Carex brizoides;;58;29"
"Carex brizoides;;58;29"
"Carex brizoides;;58;29"
"Carex brizoides;;58;29"
"Carex brizoides;;58;29"
"Carex brizoides;29;;29"
"Carex brizoides;29;;29"
"Carex brizoides;29;;29"
"Carex bromoides subsp bromoides;32II, 33II, 34II;;"
"Carex bromoides subsp montana;30II, 31II;;"
"Carex bromoides;;64,66,68;32, 33, 34"
"Carex bromoides;;66;33"
"Carex bromoides;32II, 33II, 34II;;32,33,34"
"Carex brownii;;72;36"
"Carex brownii;;72;36"
"Carex brunnea;;58;29"
"Carex brunnea;;62;31"
"Carex brunnea;;c.62;31"
"Carex brunnea;31;62;"
"Carex brunnea;31;62;31"
"Carex brunnescens subsp brunnescens;;56;"
"Carex brunnescens subsp sphaerostachya;;56;"
"Carex brunnescens subsp sphaerostachya;;56;28"
"Carex brunnescens subsp sphaerostachya;;56;28"
"Carex brunnescens;;5052;"
"Carex brunnescens;;5052;"
"Carex brunnescens;;50-52;"
"Carex brunnescens;;50-52;25, 26"
"Carex brunnescens;;56;28"
"Carex brunnescens;;56;28"
"Carex brunnescens;;56;28"
"Carex brunnescens;;56;28"
"Carex brunnescens;;56;28"
"Carex brunnescens;;56;28"
"Carex brunnescens;;56;28"
"Carex brunnescens;;56;28"
"Carex brunnescens;;56;28"
"Carex brunnescens;;56;28"
"Carex brunnescens;;56;28"
"Carex brunnescens;;56;28"
"Carex brunnescens;;56;28"
"Carex brunnescens;;56;28"
"Carex brunnescens;;56;28"
"Carex brunnescens;;56;28"
"Carex brunnescens;;56;28"
"Carex brunnescens;;56;28"
"Carex brunnescens;;56;28"
"Carex brunnescens;;56;28"
"Carex brunnescens;;56;28"
"Carex brunnescens;;c. 44;22"
"Carex brunnescens;;c. 56;28"
"Carex brunnescens;;c.56;28"
"Carex brunnescens;;ca. 44;22"
"Carex brunnescens;;ca.44;"
"Carex brunnescens;;ca.44;22"
"Carex brunnescens;27, 28;c.56;27, 28"
"Carex brunnescens;27, 28;ca. 56;27,28"
"Carex brunnescens;28;;"
"Carex brunnescens;28;;28"
"Carex brunnescens;28;;28"
"Carex brunnescens;28;;28"
"Carex brunnescens;28;;28"
"Carex buchananii;;44;22"
"Carex buchananii;;45;"
"Carex buchananii;;64;"
"Carex buchananii;;64;32"
"Carex buchananii;;64;32"
"Carex buchananii;;c.44--45;"
"Carex buchananii;;c.44--45;22"
"Carex buekii;;40;20"
"Carex buekii;;64;32"
"Carex bulgarica;;34 (33, 32);"
"Carex bushii;;48;24"
"Carex bushii;;52;26"
"Carex bushii;;64;32"
"Carex buxbaumii subsp alpina;;106;"
"Carex buxbaumii subsp buxbaumii;;106;"
"Carex buxbaumii;;100;50"
"Carex buxbaumii;;106;"
"Carex buxbaumii;;106;53"
"Carex buxbaumii;;106;53"
"Carex buxbaumii;;74, 106;37, 53"
"Carex caespititia;;68-74, c.72;34,37,36"
"Carex caespititia;;78, 79;39"
"Carex caespititia;;78;39"
"Carex caespititia;39;;39"
"Carex caespititia;40;;40"
"Carex caespitosa;;68-74, c.72;"
"Carex caespitosa;;78;"
"Carex calcis;;68;34"
"Carex calcis;;c.68;34"
"Carex calderae;;c.68;"
"Carex callitrichos;;70;35"
"Carex camposii;;68;34"
"Carex camposii;;68;34"
"Carex camposii;;72;36"
"Carex camposii;36;;"
"Carex camposii;36;;36"
"Carex camposii;36;72;"
"Carex camposii;36;72;36"
"Carex campylorhina;;58;29"
"Carex canariensis;;58;"
"Carex canariensis;;58;29"
"Carex canariensis;;58;29"
"Carex canescens;;52, 53, 58;26, 29"
"Carex canescens;;52;26"
"Carex canescens;;52-54, 56-58;26, 27, 28, 29"
"Carex canescens;;5254, 568;284"
"Carex canescens;;54, 56;27, 28"
"Carex canescens;;54;27"
"Carex canescens;;54;27"
"Carex canescens;;54;27"
"Carex canescens;;54;27"
"Carex canescens;;54;27"
"Carex canescens;;54;27"
"Carex canescens;;56, 62;28, 31"
"Carex canescens;;56;"
"Carex canescens;;56;"
"Carex canescens;;56;"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;56;28"
"Carex canescens;;62;"
"Carex canescens;;62;31"
"Carex canescens;;62;31"
"Carex canescens;;62;31"
"Carex canescens;;72;36"
"Carex canescens;27;;"
"Carex canescens;27;;27"
"Carex canescens;27;;27"
"Carex canescens;27;;27"
"Carex canescens;27;56;"
"Carex canescens;27;56;27"
"Carex canescens;28;;"
"Carex canescens;28;;28"
"Carex canescens;28;;28"
"Carex canescens;28;;28"
"Carex canescens;28;;28"
"Carex canescens;33-46;;33, 46"
"Carex canescens;36;56;"
"Carex canescens;36;56;36"
"Carex canescens;36;56;36"
"Carex canescens;36;60;"
"Carex canescens;36;60;36"
"Carex canescens;36;60;36"
"Carex canescens;38-58;;"
"Carex canescens;38-58;;38, 58"
"Carex canescens;38-58;;38, 58"
"Carex capillacea;;56;"
"Carex capillacea;;56;28"
"Carex capillacea;;60;30"
"Carex capillacea;;c.60;"
"Carex capillacea;;c.60;30"
"Carex capillaris subsp capillaris;;54;"
"Carex capillaris subsp chlorostachys;;54;"
"Carex capillaris subsp fuscidula;;48;24"
"Carex capillaris subsp fuscidula;;48;24"
"Carex capillaris subsp fuscidula;;54;"
"Carex capillaris subsp fuscidula;;54;27"
"Carex capillaris subsp fuscidula;;54;27"
"Carex capillaris subsp fuscidula;;54;27"
"Carex capillaris subsp fuscidula;27;;"
"Carex capillaris subsp fuscidula;27;;27"
"Carex capillaris;;18;"
"Carex capillaris;;18;9"
"Carex capillaris;;18;9"
"Carex capillaris;;36;18"
"Carex capillaris;;48;24"
"Carex capillaris;;52;"
"Carex capillaris;;52;26"
"Carex capillaris;;52;26"
"Carex capillaris;;54;"
"Carex capillaris;;54;"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;54;27"
"Carex capillaris;;c.50;25"
"Carex capillaris;;c.54;27"
"Carex capillaris;;c.54;27"
"Carex capillaris;;c.54?;27"
"Carex capillaris;;ca 54;27"
"Carex capillaris;;ca. 50;25"
"Carex capillaris;;ca. 54;27"
"Carex capillaris;;ca. 54;27"
"Carex capillaris;27;;27"
"Carex capillaris;27;;27"
"Carex capillaris;27;;27"
"Carex capillaris;27;;27"
"Carex capitata subsp arctogena;;50;"
"Carex capitata;;50;"
"Carex capitata;;50;"
"Carex capitata;;50;25"
"Carex capitata;;50;25"
"Carex capitata;;50;25"
"Carex capitata;;50;25"
"Carex capitata;;50;25"
"Carex capitata;;50;25"
"Carex capitata;;50;25"
"Carex capitata;;50;25"
"Carex capitata;;50;25"
"Carex capitata;;50;25"
"Carex capitata;;50;25"
"Carex capitata;;50;25"
"Carex capitata;;50;25"
"Carex capitata;;50;25"
"Carex capitata;;50;25"
"Carex capitata;;50;25"
"Carex capitata;;50;25"
"Carex capitata;;50;25"
"Carex capitata;;50;25"
"Carex capitata;;50;25"
"Carex capitata;;50;25"
"Carex capitata;;50;25"
"Carex capitata;;50;25"
"Carex careyana;;68;34"
"Carex careyana;34II;;"
"Carex careyana;34II;;34"
"Carex caroliniana;;48;24"
"Carex carsei;;60;"
"Carex carsei;;60;30"
"Carex carsei;;60;30"
"Carex caryophyllea var microtricha;;30-32;15, 16"
"Carex caryophyllea;;[68];"
"Carex caryophyllea;;58,62,64,66,68;29, 31, 32, 33, 34"
"Carex caryophyllea;;58;29"
"Carex caryophyllea;;62 64 66 68;31,32,33,34"
"Carex caryophyllea;;62;31"
"Carex caryophyllea;;62;31"
"Carex caryophyllea;;66, 68;"
"Carex caryophyllea;;66, 68;33, 34"
"Carex caryophyllea;;66;"
"Carex caryophyllea;;66;33"
"Carex caryophyllea;;66;33"
"Carex caryophyllea;;66;33"
"Carex caryophyllea;;66;33"
"Carex caryophyllea;;66--69;"
"Carex caryophyllea;;66-69;33"
"Carex caryophyllea;;66--69;33"
"Carex caryophyllea;;67;"
"Carex caryophyllea;;67;"
"Carex caryophyllea;;67;"
"Carex caryophyllea;;68;34"
"Carex caryophyllea;;68;34"
"Carex caryophyllea;;68;34"
"Carex caryophyllea;;68;34"
"Carex caryophyllea;;68;34"
"Carex caryophyllea;;69;"
"Carex caryophyllea;;c.62;31"
"Carex caryophyllea;;ca 62;"
"Carex caryophyllea;;ca 62;31"
"Carex caryophyllea;32, 33,34;;32,33,34"
"Carex caryophyllea;32II+1III;;"
"Carex caryophyllea;32II+1III;;32"
"Carex caryophyllea;32II+1III;;32"
"Carex caryophyllea;32II+1III;67, 68;"
"Carex caryophyllea;34;;34"
"Carex caryophyllea;34;;34"
"Carex caryophyllea;34;;34"
"Carex caryophyllea;34;67, 68;"
"Carex caryophyllea;34;67, 68;34"
"Carex castanea;;44,64;22, 32"
"Carex castanea;;64;"
"Carex castanea;;64;32"
"Carex castanea;22;;"
"Carex castanea;22;;22"
"Carex caucasica;;54;"
"Carex caucasica;;54;27"
"Carex cephaloidea;;50;25"
"Carex cephaloidea;;50;25"
"Carex cephaloidea;;50;25"
"Carex cephaloidea;;52;26"
"Carex cephalophora;;48;24"
"Carex cephalophora;;48;24"
"Carex cephalophora;;48;24"
"Carex cephalophora;;50;25"
"Carex cespitosa;;2n = 68<>74;"
"Carex cespitosa;;2n = c. 72;36"
"Carex cespitosa;;6874, ca. 72;36"
"Carex cespitosa;;68-74;34,37"
"Carex cespitosa;;72;36"
"Carex cespitosa;;78, 79;39"
"Carex cespitosa;;78;39"
"Carex cespitosa;;78;39"
"Carex cespitosa;;78;39"
"Carex cespitosa;;78-80;39, 40"
"Carex cespitosa;;80;40"
"Carex cespitosa;;80;40"
"Carex cespitosa;;80;40"
"Carex cespitosa;;c.72;36"
"Carex cespitosa;39;;39"
"Carex cespitosa;40;;40"
"Carex cespitosa;40;;40"
"Carex cf.brevior;37;;"
"Carex chathamica;;64;32"
"Carex chathamica;;c.64;"
"Carex chathamica;;c.64;32"
"Carex chlorostachys;;54;27"
"Carex chlorostachys;;54;27"
"Carex chordorrhiza;;60, 62, 70;30, 31, 35"
"Carex chordorrhiza;;60;30"
"Carex chordorrhiza;;60;30"
"Carex chordorrhiza;;60;30"
"Carex chordorrhiza;;60;30"
"Carex chordorrhiza;;60;30"
"Carex chordorrhiza;;60;30"
"Carex chordorrhiza;;62;"
"Carex chordorrhiza;;62;31"
"Carex chordorrhiza;;62;31"
"Carex chordorrhiza;;62;31"
"Carex chordorrhiza;;62;31"
"Carex chordorrhiza;;70;"
"Carex chordorrhiza;;70;"
"Carex chordorrhiza;;70;35"
"Carex chordorrhiza;;70;35"
"Carex chordorrhiza;;70;35"
"Carex chordorrhiza;;70;35"
"Carex chordorrhiza;;c.60;30"
"Carex chordorrhiza;;c.66;33"
"Carex chordorrhiza;;c.66;33"
"Carex chordorrhiza;;ca 62;31"
"Carex chordorrhiza;;ca. 60;30"
"Carex chordorrhiza;;ca. 66;33"
"Carex chrysolepis;;28;"
"Carex chrysolepis;;28;14"
"Carex chrysolepis;;28;14"
"Carex ciliatomarginata;;12;"
"Carex ciliatomarginata;6;;"
"Carex ciliatomarginata;6;12;"
"Carex cinerea;;52-54, 56-58;"
"Carex circinata;;c.58;"
"Carex circinnata;;c.58;29"
"Carex circinnata;;c.60;30"
"Carex circinnata;;ca. 58;29"
"Carex circinnata;;ca. 60;30"
"Carex cirrhosa;;68;"
"Carex cirrhosa;;68;34"
"Carex cirrhosa;;68;34"
"Carex colchica;;58;"
"Carex colchica;;58;29"
"Carex colchica;;58;29"
"Carex colchica;;58;29"
"Carex colchica;;58;29"
"Carex colchica;;ca. 58;29"
"Carex colchica;29;;29"
"Carex colchica;29;;29"
"Carex colensoi;;60;30"
"Carex colensoi;;61;"
"Carex colensoi;;62;31"
"Carex colensoi;;63;"
"Carex colensoi;;64;32"
"Carex colensoi;;c.60-64;"
"Carex colensoi;;c.60-64;30,32"
"Carex collifera;26;52;"
"Carex collifera;26;52;26"
"Carex comans;;40;"
"Carex comans;;40;20"
"Carex comans;;40;20"
"Carex communis;;28;14"
"Carex communis;;28;14"
"Carex communis;;28;14"
"Carex concinna;;54;"
"Carex concinna;;54;27"
"Carex concinna;;54;27"
"Carex concinna;;54;27"
"Carex conferta;;ca.52;"
"Carex conferta;;ca.52;26"
"Carex conica;;32, 34, 36, 38;"
"Carex conica;;32, 34, 36, 38;16, 17, 18, 19"
"Carex conica;;32-34, 36-38;"
"Carex conica;;32-34, 36-38;16, 17, 18, 19"
"Carex conica;;34, 38, 42;17, 19, 21"
"Carex conica;;36;18"
"Carex conica;16,18;32,36;"
"Carex conica;16,18;32,36;16, 18"
"Carex conica;16-19;32-38;"
"Carex conica;16-19;32-38;16, 19"
"Carex conica;16-22;32,34,36-38;"
"Carex conica;16-22;32,34,36-38;16,22"
"Carex conjuncta;;47;"
"Carex conjuncta;;48;24"
"Carex contigua;;58;"
"Carex convoluta;;52;"
"Carex coriophora;;56;"
"Carex coriophora;;56;28"
"Carex crawei;;38,59,60;19, 30"
"Carex crawei;;38;"
"Carex crawei;;38;19"
"Carex crawei;1III+28II, 30II;;"
"Carex crawei;1III+28II, 30II;;1,3"
"Carex crawfordii;;0,52;26"
"Carex crawfordii;;68;"
"Carex crawfordii;;68;34"
"Carex crawfordii;;68;34"
"Carex crawfordii;;c.66;33"
"Carex crawfordii;34;;"
"Carex crawfordii;34;;"
"Carex crawfordii;34;;34"
"Carex crawfordii;34;;34"
"Carex crebriflora;;42;21"
"Carex crebriflora;21;;"
"Carex crebriflora;21;;21"
"Carex cremnicola;;60;30"
"Carex cremnicola;;c.60;30"
"Carex crinita var gynandra;34;;"
"Carex crinita;;66, 67;33"
"Carex crinita;;66,68;33, 34"
"Carex crinita;;66;"
"Carex crinita;;66;33"
"Carex crinita;;66;33"
"Carex cristatella;;64;32"
"Carex cristatella;;70;"
"Carex cristatella;;70;35"
"Carex cristatella;;70;35"
"Carex cristatella;;70;35"
"Carex cruciata;;42;"
"Carex cruciata;;42;21"
"Carex cruenta;;44;"
"Carex cruenta;;44;22"
"Carex crus-corvi;;52;26"
"Carex crus-corvi;;52;26"
"Carex cryptolepis;;64;32"
"Carex cumberlandensis;23;;23"
"Carex cumberlandensis;23II;;"
"Carex cumberlandensis;23II;;23"
"Carex cumulata;;?36;18"
"Carex cumulata;;?38;19"
"Carex cumulata;;36,38;18, 19"
"Carex cumulata;;56;"
"Carex cumulata;;56;28"
"Carex cumulata;;56;28"
"Carex cumulata;;56;28"
"Carex cumulata;;58;29"
"Carex cumulata;29;;"
"Carex cumulata;29;;29"
"Carex cumulata;29;;29"
"Carex cuprina;;58;29"
"Carex cuprina;;58;29"
"Carex cuprina;;58;29"
"Carex cuprina;;58;29"
"Carex cuprina;;58;29"
"Carex cuprina;;58;29"
"Carex cuprina;;58;29"
"Carex cuprina;;58;29"
"Carex cuprina;;58;29"
"Carex cuprina;;59;"
"Carex cuprina;;60;30"
"Carex cuprina;;60;30"
"Carex cuprina;;60;30"
"Carex cuprina;;60;30"
"Carex cuprina;;60;30"
"Carex cuprina;;60;30"
"Carex cuprina;;60;30"
"Carex cuprina;;60;30"
"Carex cuprina;;60;30"
"Carex cuprina;;60;30"
"Carex cuprina;;60;30"
"Carex cuprina;;60;30"
"Carex cuprina;;60;30"
"Carex cuprina;;60;30"
"Carex cuprina;;60;30"
"Carex cuprina;29;;29"
"Carex cuprina;29;;29"
"Carex cuprina;29;;29"
"Carex cuprina;29;;29"
"Carex cuprina;29II;;29"
"Carex curaica;;64;32"
"Carex curatorum;;62;31"
"Carex curta;;56;"
"Carex curta;;56;"
"Carex curta;;56;"
"Carex curvicollis;;56;28"
"Carex curvula;;2n = c. 86;43"
"Carex curvula;;86;"
"Carex curvula;;86;43"
"Carex curvula;;c. 86;43"
"Carex curvula;;ca. 86;43"
"Carex cuspidata;;114;"
"Carex dallii;;42;21"
"Carex dallii;;c.42;"
"Carex dallii;;c.42;21"
"Carex davalliana;;46;"
"Carex davalliana;;46;"
"Carex davalliana;;46;"
"Carex davalliana;;46;"
"Carex davalliana;;46;23"
"Carex davalliana;;46;23"
"Carex davalliana;;46;23"
"Carex davalliana;;46;23"
"Carex davalliana;;46;23"
"Carex davalliana;;46;23"
"Carex davalliana;;46;23"
"Carex davalliana;;46;23"
"Carex davalliana;;46;23"
"Carex davalliana;;46;23"
"Carex davalliana;;46;23"
"Carex davalliana;;46;23"
"Carex davalliana;;46;23"
"Carex davalliana;;46;23"
"Carex davalliana;;46;23"
"Carex davalliana;;46;23"
"Carex davalliana;;46;23"
"Carex davalliana;;46;23"
"Carex davalliana;;46;23"
"Carex davalliana;;46;23"
"Carex davalliana;23;;23"
"Carex davalliana;23;;23"
"Carex davalliana;23;;23"
"Carex davalliana;23II;;"
"Carex davalliana;23II;;23"
"Carex davyi;;74;37"
"Carex debilis var rudgei;;50,52,54,56,60;25, 26, 27, 28, 30"
"Carex debilis var rudgei;;60;30"
"Carex debilis var rudgei;;60;30"
"Carex debilis;;52,54,55,56;26, 27, 28"
"Carex decomposita;;60,64,66;30, 32, 33"
"Carex deflexa;;20;10"
"Carex deflexa;;24;12"
"Carex deflexa;;36;"
"Carex deflexa;;36;18"
"Carex deflexa;;36;18"
"Carex deflexa;;c.20-24;10,12"
"Carex demissa;35;;"
"Carex depauperata;;44;"
"Carex depauperata;;44;22"
"Carex depauperata;;44;22"
"Carex depauperata;;44;22"
"Carex depauperata;;44;22"
"Carex depauperata;;44;22"
"Carex depauperata;;44;22"
"Carex depauperata;;44;22"
"Carex depauperata;;44;22"
"Carex depauperata;;44;22"
"Carex depauperata;;74;"
"Carex depauperata;;74;37"
"Carex depauperata;;74;37"
"Carex depauperata;22;;22"
"Carex depauperata;22;;22"
"Carex depauperata;22;;22"
"Carex depauperata;22;;22"
"Carex depauperata;22;;22"
"Carex depauperata;22II;;"
"Carex depauperata;22II;;22"
"Carex depauperata;22II;;22"
"Carex depressa subsp basilaris;;66;33"
"Carex depressa subsp basilaris;;66;33"
"Carex depressa subsp basilaris;;66;33"
"Carex depressa subsp basilaris;33;66;"
"Carex depressa subsp basilaris;33;66;33"
"Carex depressa subsp depressa;32;64;"
"Carex depressa subsp transsilvanica;;70;35"
"Carex depressa subsp transsilvanica;;70;35"
"Carex depressa;;64;32"
"Carex depressa;;64;32"
"Carex depressa;;64;32"
"Carex depressa;32;;32"
"Carex depressa;32;64;32"
"Carex devia;;70;35"
"Carex devia;;71;"
"Carex devia;;72;36"
"Carex devia;;c.70-72;"
"Carex devia;;c.70-72;35,36"
"Carex deweyana var deweyana;27II;;"
"Carex deweyana;;54;"
"Carex deweyana;;54;27"
"Carex deweyana;;54;27"
"Carex deweyana;;54;27"
"Carex deweyana;;56;28"
"Carex deweyana;27,28;;"
"Carex deweyana;27,28;;27, 28"
"Carex deweyana;27II;;27"
"Carex dianae;;26;13"
"Carex diandra;;48,50,54,60;24, 25, 27, 30"
"Carex diandra;;54;27"
"Carex diandra;;60;"
"Carex diandra;;60;"
"Carex diandra;;60;30"
"Carex diandra;;60;30"
"Carex diandra;;60;30"
"Carex diandra;;60;30"
"Carex diandra;;60;30"
"Carex diandra;;60;30"
"Carex diandra;;60;30"
"Carex diandra;;60;30"
"Carex diandra;;60;30"
"Carex diandra;;60;30"
"Carex diandra;;60;30"
"Carex diandra;;60;30"
"Carex diandra;;60;30"
"Carex diandra;;60;30"
"Carex diandra;;60;30"
"Carex diandra;;c.60;"
"Carex diandra;;c.60;30"
"Carex diandra;27;;"
"Carex diandra;27;;27"
"Carex diandra;27;;27"
"Carex digitalis var digitalis;24II;;"
"Carex digitalis var macropoda;24II;;"
"Carex digitalis;;48;24"
"Carex digitalis;24II;;24"
"Carex digitata;;48 50 52;24,25,26"
"Carex digitata;;48, 50;24, 25"
"Carex digitata;;48, 50?;24, 25"
"Carex digitata;;48, 52;"
"Carex digitata;;48, 52;24, 26"
"Carex digitata;;48, 52;24, 26"
"Carex digitata;;48;"
"Carex digitata;;48;"
"Carex digitata;;48;24"
"Carex digitata;;48;24"
"Carex digitata;;48;24"
"Carex digitata;;48;24"
"Carex digitata;;48;24"
"Carex digitata;;48;24"
"Carex digitata;;48;24"
"Carex digitata;;50, 52, 54;"
"Carex digitata;;50, 52, 54;25, 26, 27"
"Carex digitata;;50, 52, 54;25, 26, 27"
"Carex digitata;;50, 54;"
"Carex digitata;;50, 54;25, 27"
"Carex digitata;;50, 54;25, 27"
"Carex digitata;;50;25"
"Carex digitata;;50;25"
"Carex digitata;;52;"
"Carex digitata;;52;"
"Carex digitata;;52;26"
"Carex digitata;;52;26"
"Carex digitata;;52;26"
"Carex digitata;;52;26"
"Carex digitata;;52;26"
